UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
012/05041/015,"CRADLEWELL                      JESMOND",CR1,-10,,519.42,529.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
012/05041/015,"CRADLEWELL                      JESMOND",CL1,10,,526.69,536.68,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
012/05041/015,"CRADLEWELL                      JESMOND",CR1,-10,,529.41,539.40,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","CRADLEWELL                  ",JESMOND,AMBER,AMBER
012/05041/015,"CRADLEWELL                      JESMOND",CL1,10,,536.68,546.68,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
012/05041/015,"CRADLEWELL                      JESMOND",CR1,-10,,539.40,549.39,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
012/05041/015,"CRADLEWELL                      JESMOND",CL1,10,,546.68,553.82,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
012/05041/015,"CRADLEWELL                      JESMOND",CR1,-10,,549.39,553.82,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","CRADLEWELL                  ",JESMOND,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,0.00,2.66,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,2.66,12.64,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,12.64,22.62,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,22.62,32.59,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,32.59,42.57,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,42.57,52.55,71.35,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,52.55,62.52,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,62.52,72.50,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,72.50,82.48,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,82.48,92.45,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,92.45,102.43,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,102.43,112.40,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,112.40,122.38,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,122.38,132.36,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,132.36,142.33,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,142.33,152.31,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,152.31,162.29,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,162.29,172.26,29.57,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,172.26,182.24,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,182.24,192.22,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,192.22,202.19,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,202.19,212.17,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,212.17,222.15,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/005,"STEPHENSON ROAD                 HEATON",CL1,10,,222.15,241.00,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,0.00,1.99,30.67,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,1.99,12.83,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,12.83,23.66,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,23.66,34.50,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,34.50,45.33,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,45.33,56.16,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,56.16,67.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,67.00,77.83,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,77.83,88.67,36.34,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,88.67,99.50,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,99.50,110.33,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,110.33,121.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,121.17,132.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,132.00,142.84,41.20,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,142.84,153.67,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,153.67,164.51,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,164.51,175.34,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,175.34,186.17,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,186.17,197.01,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,197.01,207.84,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,207.84,218.68,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,218.68,229.51,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,229.51,240.34,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/010,"STEPHENSON ROAD                 HEATON",CL1,10,,240.34,246.00,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,0.00,2.60,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,0.00,7.52,30.67,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,2.60,12.54,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,7.52,17.62,16.67,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,12.54,22.47,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,17.62,27.72,28.62,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,22.47,32.40,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,27.72,37.82,35.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,32.40,42.34,43.78,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,37.82,47.92,88.73,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,42.34,52.27,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,47.92,58.02,98.68,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,52.27,62.20,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,58.02,68.11,46.11,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,62.20,72.13,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,68.11,78.21,120.81,"RED: Plan maintenance soon","RED: Plan maintenance soon","STEPHENSON ROAD             ",HEATON,RED,RED
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,72.13,82.07,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,78.21,88.31,29.20,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,82.07,92.00,6.73,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,88.31,98.41,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,92.00,101.93,37.30,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,98.41,108.51,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,101.93,111.87,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CR1,-10,,108.51,117.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","STEPHENSON ROAD             ",HEATON,GREEN,GREEN
005/03019/015,"STEPHENSON ROAD                 HEATON",CL1,10,,111.87,117.00,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","STEPHENSON ROAD             ",HEATON,AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,0.00,4.78,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,4.78,14.82,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,14.82,24.86,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","COAST ROAD                  ","COCHRANE PARK",AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,24.86,34.90,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,34.90,44.95,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,44.95,54.99,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,54.99,65.03,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,65.03,75.07,13.35,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,75.07,85.11,37.82,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,85.11,95.15,43.05,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","COAST ROAD                  ","COCHRANE PARK",AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,95.15,105.19,90.81,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","COAST ROAD                  ","COCHRANE PARK",AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,105.19,115.23,2.25,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,115.23,125.27,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,125.27,135.31,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,135.31,145.35,1.70,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,145.35,155.39,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,155.39,165.43,107.08,"RED: Plan maintenance soon","RED: Plan maintenance soon","COAST ROAD                  ","COCHRANE PARK",RED,RED
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,165.43,175.47,19.53,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,175.47,185.51,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","COAST ROAD                  ","COCHRANE PARK",AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,185.51,195.55,87.50,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","COAST ROAD                  ","COCHRANE PARK",AMBER,AMBER
005/00776/015,"COAST ROAD                      COCHRANE PARK",CL1,10,,195.55,212.00,9.12,"GREEN: Generally good condition","GREEN: Generally good condition","COAST ROAD                  ","COCHRANE PARK",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,0.00,6.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,6.00,16.01,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,16.01,26.02,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,26.02,36.03,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,36.03,46.05,22.01,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,46.05,56.06,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,56.06,66.07,23.75,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,66.07,76.08,23.47,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,76.08,86.09,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,86.09,96.10,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,96.10,106.12,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,106.12,116.13,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,116.13,126.14,59.49,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,126.14,136.15,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,136.15,146.16,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,146.16,156.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,156.17,166.19,84.13,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,166.19,176.20,24.77,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,176.20,186.21,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,186.21,196.22,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,196.22,206.23,12.67,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,206.23,216.24,33.22,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,216.24,226.26,43.78,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,226.26,236.27,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,236.27,246.28,50.04,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,246.28,256.29,114.72,"RED: Plan maintenance soon","RED: Plan maintenance soon","BARRACK ROAD                ","ARTHURS HILL",RED,RED
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,256.29,266.30,7.85,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,266.30,276.32,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,276.32,286.33,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,286.33,296.34,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,296.34,306.35,140.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","BARRACK ROAD                ","ARTHURS HILL",RED,RED
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,306.35,316.36,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,316.36,326.37,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,326.37,336.39,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,336.39,346.40,50.27,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
